date_key,full_date,year,quarter,month_number,month_name,month_short,week_of_year,day_of_week_number,day_of_week_name,day_of_week_short,day_of_month,weekday_indicator,year_quarter,year_month
20180112,2018-01-12,2018,1,1,January,Jan,2,5,Friday,Fri,12,Weekday,2018-Q1,2018-01
20180113,2018-01-13,2018,1,1,January,Jan,2,6,Saturday,Sat,13,Weekend,2018-Q1,2018-01
20180114,2018-01-14,2018,1,1,January,Jan,2,7,Sunday,Sun,14,Weekend,2018-Q1,2018-01
20180115,2018-01-15,2018,1,1,January,Jan,3,1,Monday,Mon,15,Weekday,2018-Q1,2018-01
20180116,2018-01-16,2018,1,1,January,Jan,3,2,Tuesday,Tue,16,Weekday,2018-Q1,2018-01
20180117,2018-01-17,2018,1,1,January,Jan,3,3,Wednesday,Wed,17,Weekday,2018-Q1,2018-01
20180118,2018-01-18,2018,1,1,January,Jan,3,4,Thursday,Thu,18,Weekday,2018-Q1,2018-01
20180119,2018-01-19,2018,1,1,January,Jan,3,5,Friday,Fri,19,Weekday,2018-Q1,2018-01
20180120,2018-01-20,2018,1,1,January,Jan,3,6,Saturday,Sat,20,Weekend,2018-Q1,2018-01
20180121,2018-01-21,2018,1,1,January,Jan,3,7,Sunday,Sun,21,Weekend,2018-Q1,2018-01
20180122,2018-01-22,2018,1,1,January,Jan,4,1,Monday,Mon,22,Weekday,2018-Q1,2018-01
20180123,2018-01-23,2018,1,1,January,Jan,4,2,Tuesday,Tue,23,Weekday,2018-Q1,2018-01
20180124,2018-01-24,2018,1,1,January,Jan,4,3,Wednesday,Wed,24,Weekday,2018-Q1,2018-01
20180125,2018-01-25,2018,1,1,January,Jan,4,4,Thursday,Thu,25,Weekday,2018-Q1,2018-01
20180126,2018-01-26,2018,1,1,January,Jan,4,5,Friday,Fri,26,Weekday,2018-Q1,2018-01
20180127,2018-01-27,2018,1,1,January,Jan,4,6,Saturday,Sat,27,Weekend,2018-Q1,2018-01
20180128,2018-01-28,2018,1,1,January,Jan,4,7,Sunday,Sun,28,Weekend,2018-Q1,2018-01
20180129,2018-01-29,2018,1,1,January,Jan,5,1,Monday,Mon,29,Weekday,2018-Q1,2018-01
20180130,2018-01-30,2018,1,1,January,Jan,5,2,Tuesday,Tue,30,Weekday,2018-Q1,2018-01
20180131,2018-01-31,2018,1,1,January,Jan,5,3,Wednesday,Wed,31,Weekday,2018-Q1,2018-01
20180201,2018-02-01,2018,1,2,February,Feb,5,4,Thursday,Thu,1,Weekday,2018-Q1,2018-02
20180202,2018-02-02,2018,1,2,February,Feb,5,5,Friday,Fri,2,Weekday,2018-Q1,2018-02
20180203,2018-02-03,2018,1,2,February,Feb,5,6,Saturday,Sat,3,Weekend,2018-Q1,2018-02
20180204,2018-02-04,2018,1,2,February,Feb,5,7,Sunday,Sun,4,Weekend,2018-Q1,2018-02
20180205,2018-02-05,2018,1,2,February,Feb,6,1,Monday,Mon,5,Weekday,2018-Q1,2018-02
20180206,2018-02-06,2018,1,2,February,Feb,6,2,Tuesday,Tue,6,Weekday,2018-Q1,2018-02
20180207,2018-02-07,2018,1,2,February,Feb,6,3,Wednesday,Wed,7,Weekday,2018-Q1,2018-02
20180208,2018-02-08,2018,1,2,February,Feb,6,4,Thursday,Thu,8,Weekday,2018-Q1,2018-02
20180209,2018-02-09,2018,1,2,February,Feb,6,5,Friday,Fri,9,Weekday,2018-Q1,2018-02
20180210,2018-02-10,2018,1,2,February,Feb,6,6,Saturday,Sat,10,Weekend,2018-Q1,2018-02
20180211,2018-02-11,2018,1,2,February,Feb,6,7,Sunday,Sun,11,Weekend,2018-Q1,2018-02
20180212,2018-02-12,2018,1,2,February,Feb,7,1,Monday,Mon,12,Weekday,2018-Q1,2018-02
20180213,2018-02-13,2018,1,2,February,Feb,7,2,Tuesday,Tue,13,Weekday,2018-Q1,2018-02
20180214,2018-02-14,2018,1,2,February,Feb,7,3,Wednesday,Wed,14,Weekday,2018-Q1,2018-02
20180215,2018-02-15,2018,1,2,February,Feb,7,4,Thursday,Thu,15,Weekday,2018-Q1,2018-02
20180216,2018-02-16,2018,1,2,February,Feb,7,5,Friday,Fri,16,Weekday,2018-Q1,2018-02
20180217,2018-02-17,2018,1,2,February,Feb,7,6,Saturday,Sat,17,Weekend,2018-Q1,2018-02
20180218,2018-02-18,2018,1,2,February,Feb,7,7,Sunday,Sun,18,Weekend,2018-Q1,2018-02
20180219,2018-02-19,2018,1,2,February,Feb,8,1,Monday,Mon,19,Weekday,2018-Q1,2018-02
20180220,2018-02-20,2018,1,2,February,Feb,8,2,Tuesday,Tue,20,Weekday,2018-Q1,2018-02
20180221,2018-02-21,2018,1,2,February,Feb,8,3,Wednesday,Wed,21,Weekday,2018-Q1,2018-02
20180222,2018-02-22,2018,1,2,February,Feb,8,4,Thursday,Thu,22,Weekday,2018-Q1,2018-02
20180223,2018-02-23,2018,1,2,February,Feb,8,5,Friday,Fri,23,Weekday,2018-Q1,2018-02
20180224,2018-02-24,2018,1,2,February,Feb,8,6,Saturday,Sat,24,Weekend,2018-Q1,2018-02
20180225,2018-02-25,2018,1,2,February,Feb,8,7,Sunday,Sun,25,Weekend,2018-Q1,2018-02
20180226,2018-02-26,2018,1,2,February,Feb,9,1,Monday,Mon,26,Weekday,2018-Q1,2018-02
20180227,2018-02-27,2018,1,2,February,Feb,9,2,Tuesday,Tue,27,Weekday,2018-Q1,2018-02
20180228,2018-02-28,2018,1,2,February,Feb,9,3,Wednesday,Wed,28,Weekday,2018-Q1,2018-02
20180301,2018-03-01,2018,1,3,March,Mar,9,4,Thursday,Thu,1,Weekday,2018-Q1,2018-03
20180302,2018-03-02,2018,1,3,March,Mar,9,5,Friday,Fri,2,Weekday,2018-Q1,2018-03
20180303,2018-03-03,2018,1,3,March,Mar,9,6,Saturday,Sat,3,Weekend,2018-Q1,2018-03
20180304,2018-03-04,2018,1,3,March,Mar,9,7,Sunday,Sun,4,Weekend,2018-Q1,2018-03
20180305,2018-03-05,2018,1,3,March,Mar,10,1,Monday,Mon,5,Weekday,2018-Q1,2018-03
20180306,2018-03-06,2018,1,3,March,Mar,10,2,Tuesday,Tue,6,Weekday,2018-Q1,2018-03
20180307,2018-03-07,2018,1,3,March,Mar,10,3,Wednesday,Wed,7,Weekday,2018-Q1,2018-03
20180308,2018-03-08,2018,1,3,March,Mar,10,4,Thursday,Thu,8,Weekday,2018-Q1,2018-03
20180309,2018-03-09,2018,1,3,March,Mar,10,5,Friday,Fri,9,Weekday,2018-Q1,2018-03
20180310,2018-03-10,2018,1,3,March,Mar,10,6,Saturday,Sat,10,Weekend,2018-Q1,2018-03
20180311,2018-03-11,2018,1,3,March,Mar,10,7,Sunday,Sun,11,Weekend,2018-Q1,2018-03
20180312,2018-03-12,2018,1,3,March,Mar,11,1,Monday,Mon,12,Weekday,2018-Q1,2018-03
20180313,2018-03-13,2018,1,3,March,Mar,11,2,Tuesday,Tue,13,Weekday,2018-Q1,2018-03
20180314,2018-03-14,2018,1,3,March,Mar,11,3,Wednesday,Wed,14,Weekday,2018-Q1,2018-03
20180315,2018-03-15,2018,1,3,March,Mar,11,4,Thursday,Thu,15,Weekday,2018-Q1,2018-03
20180316,2018-03-16,2018,1,3,March,Mar,11,5,Friday,Fri,16,Weekday,2018-Q1,2018-03
20180317,2018-03-17,2018,1,3,March,Mar,11,6,Saturday,Sat,17,Weekend,2018-Q1,2018-03
20180318,2018-03-18,2018,1,3,March,Mar,11,7,Sunday,Sun,18,Weekend,2018-Q1,2018-03
20180319,2018-03-19,2018,1,3,March,Mar,12,1,Monday,Mon,19,Weekday,2018-Q1,2018-03
20180320,2018-03-20,2018,1,3,March,Mar,12,2,Tuesday,Tue,20,Weekday,2018-Q1,2018-03
20180321,2018-03-21,2018,1,3,March,Mar,12,3,Wednesday,Wed,21,Weekday,2018-Q1,2018-03
20180322,2018-03-22,2018,1,3,March,Mar,12,4,Thursday,Thu,22,Weekday,2018-Q1,2018-03
20180323,2018-03-23,2018,1,3,March,Mar,12,5,Friday,Fri,23,Weekday,2018-Q1,2018-03
20180324,2018-03-24,2018,1,3,March,Mar,12,6,Saturday,Sat,24,Weekend,2018-Q1,2018-03
20180325,2018-03-25,2018,1,3,March,Mar,12,7,Sunday,Sun,25,Weekend,2018-Q1,2018-03
20180326,2018-03-26,2018,1,3,March,Mar,13,1,Monday,Mon,26,Weekday,2018-Q1,2018-03
20180327,2018-03-27,2018,1,3,March,Mar,13,2,Tuesday,Tue,27,Weekday,2018-Q1,2018-03
20180328,2018-03-28,2018,1,3,March,Mar,13,3,Wednesday,Wed,28,Weekday,2018-Q1,2018-03
20180329,2018-03-29,2018,1,3,March,Mar,13,4,Thursday,Thu,29,Weekday,2018-Q1,2018-03
20180330,2018-03-30,2018,1,3,March,Mar,13,5,Friday,Fri,30,Weekday,2018-Q1,2018-03
20180331,2018-03-31,2018,1,3,March,Mar,13,6,Saturday,Sat,31,Weekend,2018-Q1,2018-03
20180401,2018-04-01,2018,2,4,April,Apr,13,7,Sunday,Sun,1,Weekend,2018-Q2,2018-04
20180402,2018-04-02,2018,2,4,April,Apr,14,1,Monday,Mon,2,Weekday,2018-Q2,2018-04
20180403,2018-04-03,2018,2,4,April,Apr,14,2,Tuesday,Tue,3,Weekday,2018-Q2,2018-04
20180404,2018-04-04,2018,2,4,April,Apr,14,3,Wednesday,Wed,4,Weekday,2018-Q2,2018-04
20180405,2018-04-05,2018,2,4,April,Apr,14,4,Thursday,Thu,5,Weekday,2018-Q2,2018-04
20180406,2018-04-06,2018,2,4,April,Apr,14,5,Friday,Fri,6,Weekday,2018-Q2,2018-04
20180407,2018-04-07,2018,2,4,April,Apr,14,6,Saturday,Sat,7,Weekend,2018-Q2,2018-04
20180408,2018-04-08,2018,2,4,April,Apr,14,7,Sunday,Sun,8,Weekend,2018-Q2,2018-04
20180409,2018-04-09,2018,2,4,April,Apr,15,1,Monday,Mon,9,Weekday,2018-Q2,2018-04
20180410,2018-04-10,2018,2,4,April,Apr,15,2,Tuesday,Tue,10,Weekday,2018-Q2,2018-04
20180411,2018-04-11,2018,2,4,April,Apr,15,3,Wednesday,Wed,11,Weekday,2018-Q2,2018-04
20180412,2018-04-12,2018,2,4,April,Apr,15,4,Thursday,Thu,12,Weekday,2018-Q2,2018-04
20180413,2018-04-13,2018,2,4,April,Apr,15,5,Friday,Fri,13,Weekday,2018-Q2,2018-04
20180414,2018-04-14,2018,2,4,April,Apr,15,6,Saturday,Sat,14,Weekend,2018-Q2,2018-04
20180415,2018-04-15,2018,2,4,April,Apr,15,7,Sunday,Sun,15,Weekend,2018-Q2,2018-04
20180416,2018-04-16,2018,2,4,April,Apr,16,1,Monday,Mon,16,Weekday,2018-Q2,2018-04
20180417,2018-04-17,2018,2,4,April,Apr,16,2,Tuesday,Tue,17,Weekday,2018-Q2,2018-04
20180418,2018-04-18,2018,2,4,April,Apr,16,3,Wednesday,Wed,18,Weekday,2018-Q2,2018-04
20180419,2018-04-19,2018,2,4,April,Apr,16,4,Thursday,Thu,19,Weekday,2018-Q2,2018-04
20180420,2018-04-20,2018,2,4,April,Apr,16,5,Friday,Fri,20,Weekday,2018-Q2,2018-04
20180421,2018-04-21,2018,2,4,April,Apr,16,6,Saturday,Sat,21,Weekend,2018-Q2,2018-04
20180422,2018-04-22,2018,2,4,April,Apr,16,7,Sunday,Sun,22,Weekend,2018-Q2,2018-04
20180423,2018-04-23,2018,2,4,April,Apr,17,1,Monday,Mon,23,Weekday,2018-Q2,2018-04
20180424,2018-04-24,2018,2,4,April,Apr,17,2,Tuesday,Tue,24,Weekday,2018-Q2,2018-04
20180425,2018-04-25,2018,2,4,April,Apr,17,3,Wednesday,Wed,25,Weekday,2018-Q2,2018-04
20180426,2018-04-26,2018,2,4,April,Apr,17,4,Thursday,Thu,26,Weekday,2018-Q2,2018-04
20180427,2018-04-27,2018,2,4,April,Apr,17,5,Friday,Fri,27,Weekday,2018-Q2,2018-04
20180428,2018-04-28,2018,2,4,April,Apr,17,6,Saturday,Sat,28,Weekend,2018-Q2,2018-04
20180429,2018-04-29,2018,2,4,April,Apr,17,7,Sunday,Sun,29,Weekend,2018-Q2,2018-04
20180430,2018-04-30,2018,2,4,April,Apr,18,1,Monday,Mon,30,Weekday,2018-Q2,2018-04
20180501,2018-05-01,2018,2,5,May,May,18,2,Tuesday,Tue,1,Weekday,2018-Q2,2018-05
20180502,2018-05-02,2018,2,5,May,May,18,3,Wednesday,Wed,2,Weekday,2018-Q2,2018-05
20180503,2018-05-03,2018,2,5,May,May,18,4,Thursday,Thu,3,Weekday,2018-Q2,2018-05
20180504,2018-05-04,2018,2,5,May,May,18,5,Friday,Fri,4,Weekday,2018-Q2,2018-05
20180505,2018-05-05,2018,2,5,May,May,18,6,Saturday,Sat,5,Weekend,2018-Q2,2018-05
20180506,2018-05-06,2018,2,5,May,May,18,7,Sunday,Sun,6,Weekend,2018-Q2,2018-05
20180507,2018-05-07,2018,2,5,May,May,19,1,Monday,Mon,7,Weekday,2018-Q2,2018-05
20180508,2018-05-08,2018,2,5,May,May,19,2,Tuesday,Tue,8,Weekday,2018-Q2,2018-05
20180509,2018-05-09,2018,2,5,May,May,19,3,Wednesday,Wed,9,Weekday,2018-Q2,2018-05
20180510,2018-05-10,2018,2,5,May,May,19,4,Thursday,Thu,10,Weekday,2018-Q2,2018-05
20180511,2018-05-11,2018,2,5,May,May,19,5,Friday,Fri,11,Weekday,2018-Q2,2018-05
20180512,2018-05-12,2018,2,5,May,May,19,6,Saturday,Sat,12,Weekend,2018-Q2,2018-05
20180513,2018-05-13,2018,2,5,May,May,19,7,Sunday,Sun,13,Weekend,2018-Q2,2018-05
20180514,2018-05-14,2018,2,5,May,May,20,1,Monday,Mon,14,Weekday,2018-Q2,2018-05
20180515,2018-05-15,2018,2,5,May,May,20,2,Tuesday,Tue,15,Weekday,2018-Q2,2018-05
20180516,2018-05-16,2018,2,5,May,May,20,3,Wednesday,Wed,16,Weekday,2018-Q2,2018-05
20180517,2018-05-17,2018,2,5,May,May,20,4,Thursday,Thu,17,Weekday,2018-Q2,2018-05
20180518,2018-05-18,2018,2,5,May,May,20,5,Friday,Fri,18,Weekday,2018-Q2,2018-05
20180519,2018-05-19,2018,2,5,May,May,20,6,Saturday,Sat,19,Weekend,2018-Q2,2018-05
20180520,2018-05-20,2018,2,5,May,May,20,7,Sunday,Sun,20,Weekend,2018-Q2,2018-05
20180521,2018-05-21,2018,2,5,May,May,21,1,Monday,Mon,21,Weekday,2018-Q2,2018-05
20180522,2018-05-22,2018,2,5,May,May,21,2,Tuesday,Tue,22,Weekday,2018-Q2,2018-05
20180523,2018-05-23,2018,2,5,May,May,21,3,Wednesday,Wed,23,Weekday,2018-Q2,2018-05
20180524,2018-05-24,2018,2,5,May,May,21,4,Thursday,Thu,24,Weekday,2018-Q2,2018-05
20180525,2018-05-25,2018,2,5,May,May,21,5,Friday,Fri,25,Weekday,2018-Q2,2018-05
20180526,2018-05-26,2018,2,5,May,May,21,6,Saturday,Sat,26,Weekend,2018-Q2,2018-05
20180527,2018-05-27,2018,2,5,May,May,21,7,Sunday,Sun,27,Weekend,2018-Q2,2018-05
20180528,2018-05-28,2018,2,5,May,May,22,1,Monday,Mon,28,Weekday,2018-Q2,2018-05
20180529,2018-05-29,2018,2,5,May,May,22,2,Tuesday,Tue,29,Weekday,2018-Q2,2018-05
20180530,2018-05-30,2018,2,5,May,May,22,3,Wednesday,Wed,30,Weekday,2018-Q2,2018-05
20180531,2018-05-31,2018,2,5,May,May,22,4,Thursday,Thu,31,Weekday,2018-Q2,2018-05
20180601,2018-06-01,2018,2,6,June,Jun,22,5,Friday,Fri,1,Weekday,2018-Q2,2018-06
20180602,2018-06-02,2018,2,6,June,Jun,22,6,Saturday,Sat,2,Weekend,2018-Q2,2018-06
20180603,2018-06-03,2018,2,6,June,Jun,22,7,Sunday,Sun,3,Weekend,2018-Q2,2018-06
20180604,2018-06-04,2018,2,6,June,Jun,23,1,Monday,Mon,4,Weekday,2018-Q2,2018-06
20180605,2018-06-05,2018,2,6,June,Jun,23,2,Tuesday,Tue,5,Weekday,2018-Q2,2018-06
20180606,2018-06-06,2018,2,6,June,Jun,23,3,Wednesday,Wed,6,Weekday,2018-Q2,2018-06
20180607,2018-06-07,2018,2,6,June,Jun,23,4,Thursday,Thu,7,Weekday,2018-Q2,2018-06
20180608,2018-06-08,2018,2,6,June,Jun,23,5,Friday,Fri,8,Weekday,2018-Q2,2018-06
20180609,2018-06-09,2018,2,6,June,Jun,23,6,Saturday,Sat,9,Weekend,2018-Q2,2018-06
20180610,2018-06-10,2018,2,6,June,Jun,23,7,Sunday,Sun,10,Weekend,2018-Q2,2018-06
20180611,2018-06-11,2018,2,6,June,Jun,24,1,Monday,Mon,11,Weekday,2018-Q2,2018-06
20180612,2018-06-12,2018,2,6,June,Jun,24,2,Tuesday,Tue,12,Weekday,2018-Q2,2018-06
20180613,2018-06-13,2018,2,6,June,Jun,24,3,Wednesday,Wed,13,Weekday,2018-Q2,2018-06
20180614,2018-06-14,2018,2,6,June,Jun,24,4,Thursday,Thu,14,Weekday,2018-Q2,2018-06
20180615,2018-06-15,2018,2,6,June,Jun,24,5,Friday,Fri,15,Weekday,2018-Q2,2018-06
20180616,2018-06-16,2018,2,6,June,Jun,24,6,Saturday,Sat,16,Weekend,2018-Q2,2018-06
20180617,2018-06-17,2018,2,6,June,Jun,24,7,Sunday,Sun,17,Weekend,2018-Q2,2018-06
20180618,2018-06-18,2018,2,6,June,Jun,25,1,Monday,Mon,18,Weekday,2018-Q2,2018-06
20180619,2018-06-19,2018,2,6,June,Jun,25,2,Tuesday,Tue,19,Weekday,2018-Q2,2018-06
20180620,2018-06-20,2018,2,6,June,Jun,25,3,Wednesday,Wed,20,Weekday,2018-Q2,2018-06
20180621,2018-06-21,2018,2,6,June,Jun,25,4,Thursday,Thu,21,Weekday,2018-Q2,2018-06
20180622,2018-06-22,2018,2,6,June,Jun,25,5,Friday,Fri,22,Weekday,2018-Q2,2018-06
20180623,2018-06-23,2018,2,6,June,Jun,25,6,Saturday,Sat,23,Weekend,2018-Q2,2018-06
20180624,2018-06-24,2018,2,6,June,Jun,25,7,Sunday,Sun,24,Weekend,2018-Q2,2018-06
20180625,2018-06-25,2018,2,6,June,Jun,26,1,Monday,Mon,25,Weekday,2018-Q2,2018-06
20180626,2018-06-26,2018,2,6,June,Jun,26,2,Tuesday,Tue,26,Weekday,2018-Q2,2018-06
20180627,2018-06-27,2018,2,6,June,Jun,26,3,Wednesday,Wed,27,Weekday,2018-Q2,2018-06
20180628,2018-06-28,2018,2,6,June,Jun,26,4,Thursday,Thu,28,Weekday,2018-Q2,2018-06
20180629,2018-06-29,2018,2,6,June,Jun,26,5,Friday,Fri,29,Weekday,2018-Q2,2018-06
20180630,2018-06-30,2018,2,6,June,Jun,26,6,Saturday,Sat,30,Weekend,2018-Q2,2018-06
20180701,2018-07-01,2018,3,7,July,Jul,26,7,Sunday,Sun,1,Weekend,2018-Q3,2018-07
20180702,2018-07-02,2018,3,7,July,Jul,27,1,Monday,Mon,2,Weekday,2018-Q3,2018-07
20180703,2018-07-03,2018,3,7,July,Jul,27,2,Tuesday,Tue,3,Weekday,2018-Q3,2018-07
20180704,2018-07-04,2018,3,7,July,Jul,27,3,Wednesday,Wed,4,Weekday,2018-Q3,2018-07
20180705,2018-07-05,2018,3,7,July,Jul,27,4,Thursday,Thu,5,Weekday,2018-Q3,2018-07
20180706,2018-07-06,2018,3,7,July,Jul,27,5,Friday,Fri,6,Weekday,2018-Q3,2018-07
20180707,2018-07-07,2018,3,7,July,Jul,27,6,Saturday,Sat,7,Weekend,2018-Q3,2018-07
20180708,2018-07-08,2018,3,7,July,Jul,27,7,Sunday,Sun,8,Weekend,2018-Q3,2018-07
20180709,2018-07-09,2018,3,7,July,Jul,28,1,Monday,Mon,9,Weekday,2018-Q3,2018-07
20180710,2018-07-10,2018,3,7,July,Jul,28,2,Tuesday,Tue,10,Weekday,2018-Q3,2018-07
20180711,2018-07-11,2018,3,7,July,Jul,28,3,Wednesday,Wed,11,Weekday,2018-Q3,2018-07
20180712,2018-07-12,2018,3,7,July,Jul,28,4,Thursday,Thu,12,Weekday,2018-Q3,2018-07
20180713,2018-07-13,2018,3,7,July,Jul,28,5,Friday,Fri,13,Weekday,2018-Q3,2018-07
20180714,2018-07-14,2018,3,7,July,Jul,28,6,Saturday,Sat,14,Weekend,2018-Q3,2018-07
20180715,2018-07-15,2018,3,7,July,Jul,28,7,Sunday,Sun,15,Weekend,2018-Q3,2018-07
20180716,2018-07-16,2018,3,7,July,Jul,29,1,Monday,Mon,16,Weekday,2018-Q3,2018-07
20180717,2018-07-17,2018,3,7,July,Jul,29,2,Tuesday,Tue,17,Weekday,2018-Q3,2018-07
20180718,2018-07-18,2018,3,7,July,Jul,29,3,Wednesday,Wed,18,Weekday,2018-Q3,2018-07
20180719,2018-07-19,2018,3,7,July,Jul,29,4,Thursday,Thu,19,Weekday,2018-Q3,2018-07
20180720,2018-07-20,2018,3,7,July,Jul,29,5,Friday,Fri,20,Weekday,2018-Q3,2018-07
20180721,2018-07-21,2018,3,7,July,Jul,29,6,Saturday,Sat,21,Weekend,2018-Q3,2018-07
20180722,2018-07-22,2018,3,7,July,Jul,29,7,Sunday,Sun,22,Weekend,2018-Q3,2018-07
20180723,2018-07-23,2018,3,7,July,Jul,30,1,Monday,Mon,23,Weekday,2018-Q3,2018-07
20180724,2018-07-24,2018,3,7,July,Jul,30,2,Tuesday,Tue,24,Weekday,2018-Q3,2018-07
20180725,2018-07-25,2018,3,7,July,Jul,30,3,Wednesday,Wed,25,Weekday,2018-Q3,2018-07
20180726,2018-07-26,2018,3,7,July,Jul,30,4,Thursday,Thu,26,Weekday,2018-Q3,2018-07
20180727,2018-07-27,2018,3,7,July,Jul,30,5,Friday,Fri,27,Weekday,2018-Q3,2018-07
20180728,2018-07-28,2018,3,7,July,Jul,30,6,Saturday,Sat,28,Weekend,2018-Q3,2018-07
20180729,2018-07-29,2018,3,7,July,Jul,30,7,Sunday,Sun,29,Weekend,2018-Q3,2018-07
20180730,2018-07-30,2018,3,7,July,Jul,31,1,Monday,Mon,30,Weekday,2018-Q3,2018-07
20180731,2018-07-31,2018,3,7,July,Jul,31,2,Tuesday,Tue,31,Weekday,2018-Q3,2018-07
20180801,2018-08-01,2018,3,8,August,Aug,31,3,Wednesday,Wed,1,Weekday,2018-Q3,2018-08
20180802,2018-08-02,2018,3,8,August,Aug,31,4,Thursday,Thu,2,Weekday,2018-Q3,2018-08
20180803,2018-08-03,2018,3,8,August,Aug,31,5,Friday,Fri,3,Weekday,2018-Q3,2018-08
20180804,2018-08-04,2018,3,8,August,Aug,31,6,Saturday,Sat,4,Weekend,2018-Q3,2018-08
20180805,2018-08-05,2018,3,8,August,Aug,31,7,Sunday,Sun,5,Weekend,2018-Q3,2018-08
20180806,2018-08-06,2018,3,8,August,Aug,32,1,Monday,Mon,6,Weekday,2018-Q3,2018-08
20180807,2018-08-07,2018,3,8,August,Aug,32,2,Tuesday,Tue,7,Weekday,2018-Q3,2018-08
20180808,2018-08-08,2018,3,8,August,Aug,32,3,Wednesday,Wed,8,Weekday,2018-Q3,2018-08
20180809,2018-08-09,2018,3,8,August,Aug,32,4,Thursday,Thu,9,Weekday,2018-Q3,2018-08
20180810,2018-08-10,2018,3,8,August,Aug,32,5,Friday,Fri,10,Weekday,2018-Q3,2018-08
20180811,2018-08-11,2018,3,8,August,Aug,32,6,Saturday,Sat,11,Weekend,2018-Q3,2018-08
20180812,2018-08-12,2018,3,8,August,Aug,32,7,Sunday,Sun,12,Weekend,2018-Q3,2018-08
20180813,2018-08-13,2018,3,8,August,Aug,33,1,Monday,Mon,13,Weekday,2018-Q3,2018-08
20180814,2018-08-14,2018,3,8,August,Aug,33,2,Tuesday,Tue,14,Weekday,2018-Q3,2018-08
20180815,2018-08-15,2018,3,8,August,Aug,33,3,Wednesday,Wed,15,Weekday,2018-Q3,2018-08
20180816,2018-08-16,2018,3,8,August,Aug,33,4,Thursday,Thu,16,Weekday,2018-Q3,2018-08
20180817,2018-08-17,2018,3,8,August,Aug,33,5,Friday,Fri,17,Weekday,2018-Q3,2018-08
20180818,2018-08-18,2018,3,8,August,Aug,33,6,Saturday,Sat,18,Weekend,2018-Q3,2018-08
20180819,2018-08-19,2018,3,8,August,Aug,33,7,Sunday,Sun,19,Weekend,2018-Q3,2018-08
20180820,2018-08-20,2018,3,8,August,Aug,34,1,Monday,Mon,20,Weekday,2018-Q3,2018-08
20180821,2018-08-21,2018,3,8,August,Aug,34,2,Tuesday,Tue,21,Weekday,2018-Q3,2018-08
20180822,2018-08-22,2018,3,8,August,Aug,34,3,Wednesday,Wed,22,Weekday,2018-Q3,2018-08
20180823,2018-08-23,2018,3,8,August,Aug,34,4,Thursday,Thu,23,Weekday,2018-Q3,2018-08
20180824,2018-08-24,2018,3,8,August,Aug,34,5,Friday,Fri,24,Weekday,2018-Q3,2018-08
20180825,2018-08-25,2018,3,8,August,Aug,34,6,Saturday,Sat,25,Weekend,2018-Q3,2018-08
20180826,2018-08-26,2018,3,8,August,Aug,34,7,Sunday,Sun,26,Weekend,2018-Q3,2018-08
20180827,2018-08-27,2018,3,8,August,Aug,35,1,Monday,Mon,27,Weekday,2018-Q3,2018-08
20180828,2018-08-28,2018,3,8,August,Aug,35,2,Tuesday,Tue,28,Weekday,2018-Q3,2018-08
20180829,2018-08-29,2018,3,8,August,Aug,35,3,Wednesday,Wed,29,Weekday,2018-Q3,2018-08
20180830,2018-08-30,2018,3,8,August,Aug,35,4,Thursday,Thu,30,Weekday,2018-Q3,2018-08
20180831,2018-08-31,2018,3,8,August,Aug,35,5,Friday,Fri,31,Weekday,2018-Q3,2018-08
20180901,2018-09-01,2018,3,9,September,Sep,35,6,Saturday,Sat,1,Weekend,2018-Q3,2018-09
20180902,2018-09-02,2018,3,9,September,Sep,35,7,Sunday,Sun,2,Weekend,2018-Q3,2018-09
20180903,2018-09-03,2018,3,9,September,Sep,36,1,Monday,Mon,3,Weekday,2018-Q3,2018-09
20180904,2018-09-04,2018,3,9,September,Sep,36,2,Tuesday,Tue,4,Weekday,2018-Q3,2018-09
20180905,2018-09-05,2018,3,9,September,Sep,36,3,Wednesday,Wed,5,Weekday,2018-Q3,2018-09
20180906,2018-09-06,2018,3,9,September,Sep,36,4,Thursday,Thu,6,Weekday,2018-Q3,2018-09
20180907,2018-09-07,2018,3,9,September,Sep,36,5,Friday,Fri,7,Weekday,2018-Q3,2018-09
20180908,2018-09-08,2018,3,9,September,Sep,36,6,Saturday,Sat,8,Weekend,2018-Q3,2018-09
20180909,2018-09-09,2018,3,9,September,Sep,36,7,Sunday,Sun,9,Weekend,2018-Q3,2018-09
20180910,2018-09-10,2018,3,9,September,Sep,37,1,Monday,Mon,10,Weekday,2018-Q3,2018-09
20180911,2018-09-11,2018,3,9,September,Sep,37,2,Tuesday,Tue,11,Weekday,2018-Q3,2018-09
20180912,2018-09-12,2018,3,9,September,Sep,37,3,Wednesday,Wed,12,Weekday,2018-Q3,2018-09
20180913,2018-09-13,2018,3,9,September,Sep,37,4,Thursday,Thu,13,Weekday,2018-Q3,2018-09
20180914,2018-09-14,2018,3,9,September,Sep,37,5,Friday,Fri,14,Weekday,2018-Q3,2018-09
20180915,2018-09-15,2018,3,9,September,Sep,37,6,Saturday,Sat,15,Weekend,2018-Q3,2018-09
20180916,2018-09-16,2018,3,9,September,Sep,37,7,Sunday,Sun,16,Weekend,2018-Q3,2018-09
20180917,2018-09-17,2018,3,9,September,Sep,38,1,Monday,Mon,17,Weekday,2018-Q3,2018-09
