date_key,full_date,year,quarter,month_number,month_name,month_short,week_of_year,day_of_week_number,day_of_week_name,day_of_week_short,day_of_month,weekday_indicator,year_quarter,year_month
20160902,2016-09-02,2016,3,9,September,Sep,35,5,Friday,Fri,2,Weekday,2016-Q3,2016-09
20160903,2016-09-03,2016,3,9,September,Sep,35,6,Saturday,Sat,3,Weekend,2016-Q3,2016-09
20160904,2016-09-04,2016,3,9,September,Sep,35,7,Sunday,Sun,4,Weekend,2016-Q3,2016-09
20160905,2016-09-05,2016,3,9,September,Sep,36,1,Monday,Mon,5,Weekday,2016-Q3,2016-09
20160906,2016-09-06,2016,3,9,September,Sep,36,2,Tuesday,Tue,6,Weekday,2016-Q3,2016-09
20160907,2016-09-07,2016,3,9,September,Sep,36,3,Wednesday,Wed,7,Weekday,2016-Q3,2016-09
20160908,2016-09-08,2016,3,9,September,Sep,36,4,Thursday,Thu,8,Weekday,2016-Q3,2016-09
20160909,2016-09-09,2016,3,9,September,Sep,36,5,Friday,Fri,9,Weekday,2016-Q3,2016-09
20160910,2016-09-10,2016,3,9,September,Sep,36,6,Saturday,Sat,10,Weekend,2016-Q3,2016-09
20160911,2016-09-11,2016,3,9,September,Sep,36,7,Sunday,Sun,11,Weekend,2016-Q3,2016-09
20160912,2016-09-12,2016,3,9,September,Sep,37,1,Monday,Mon,12,Weekday,2016-Q3,2016-09
20160913,2016-09-13,2016,3,9,September,Sep,37,2,Tuesday,Tue,13,Weekday,2016-Q3,2016-09
20160914,2016-09-14,2016,3,9,September,Sep,37,3,Wednesday,Wed,14,Weekday,2016-Q3,2016-09
20160915,2016-09-15,2016,3,9,September,Sep,37,4,Thursday,Thu,15,Weekday,2016-Q3,2016-09
20160916,2016-09-16,2016,3,9,September,Sep,37,5,Friday,Fri,16,Weekday,2016-Q3,2016-09
20160917,2016-09-17,2016,3,9,September,Sep,37,6,Saturday,Sat,17,Weekend,2016-Q3,2016-09
20160918,2016-09-18,2016,3,9,September,Sep,37,7,Sunday,Sun,18,Weekend,2016-Q3,2016-09
20160919,2016-09-19,2016,3,9,September,Sep,38,1,Monday,Mon,19,Weekday,2016-Q3,2016-09
20160920,2016-09-20,2016,3,9,September,Sep,38,2,Tuesday,Tue,20,Weekday,2016-Q3,2016-09
20160921,2016-09-21,2016,3,9,September,Sep,38,3,Wednesday,Wed,21,Weekday,2016-Q3,2016-09
20160922,2016-09-22,2016,3,9,September,Sep,38,4,Thursday,Thu,22,Weekday,2016-Q3,2016-09
20160923,2016-09-23,2016,3,9,September,Sep,38,5,Friday,Fri,23,Weekday,2016-Q3,2016-09
20160924,2016-09-24,2016,3,9,September,Sep,38,6,Saturday,Sat,24,Weekend,2016-Q3,2016-09
20160925,2016-09-25,2016,3,9,September,Sep,38,7,Sunday,Sun,25,Weekend,2016-Q3,2016-09
20160926,2016-09-26,2016,3,9,September,Sep,39,1,Monday,Mon,26,Weekday,2016-Q3,2016-09
20160927,2016-09-27,2016,3,9,September,Sep,39,2,Tuesday,Tue,27,Weekday,2016-Q3,2016-09
20160928,2016-09-28,2016,3,9,September,Sep,39,3,Wednesday,Wed,28,Weekday,2016-Q3,2016-09
20160929,2016-09-29,2016,3,9,September,Sep,39,4,Thursday,Thu,29,Weekday,2016-Q3,2016-09
20160930,2016-09-30,2016,3,9,September,Sep,39,5,Friday,Fri,30,Weekday,2016-Q3,2016-09
20161001,2016-10-01,2016,4,10,October,Oct,39,6,Saturday,Sat,1,Weekend,2016-Q4,2016-10
20161002,2016-10-02,2016,4,10,October,Oct,39,7,Sunday,Sun,2,Weekend,2016-Q4,2016-10
20161003,2016-10-03,2016,4,10,October,Oct,40,1,Monday,Mon,3,Weekday,2016-Q4,2016-10
20161004,2016-10-04,2016,4,10,October,Oct,40,2,Tuesday,Tue,4,Weekday,2016-Q4,2016-10
20161005,2016-10-05,2016,4,10,October,Oct,40,3,Wednesday,Wed,5,Weekday,2016-Q4,2016-10
20161006,2016-10-06,2016,4,10,October,Oct,40,4,Thursday,Thu,6,Weekday,2016-Q4,2016-10
20161007,2016-10-07,2016,4,10,October,Oct,40,5,Friday,Fri,7,Weekday,2016-Q4,2016-10
20161008,2016-10-08,2016,4,10,October,Oct,40,6,Saturday,Sat,8,Weekend,2016-Q4,2016-10
20161009,2016-10-09,2016,4,10,October,Oct,40,7,Sunday,Sun,9,Weekend,2016-Q4,2016-10
20161010,2016-10-10,2016,4,10,October,Oct,41,1,Monday,Mon,10,Weekday,2016-Q4,2016-10
20161011,2016-10-11,2016,4,10,October,Oct,41,2,Tuesday,Tue,11,Weekday,2016-Q4,2016-10
20161012,2016-10-12,2016,4,10,October,Oct,41,3,Wednesday,Wed,12,Weekday,2016-Q4,2016-10
20161013,2016-10-13,2016,4,10,October,Oct,41,4,Thursday,Thu,13,Weekday,2016-Q4,2016-10
20161014,2016-10-14,2016,4,10,October,Oct,41,5,Friday,Fri,14,Weekday,2016-Q4,2016-10
20161015,2016-10-15,2016,4,10,October,Oct,41,6,Saturday,Sat,15,Weekend,2016-Q4,2016-10
20161016,2016-10-16,2016,4,10,October,Oct,41,7,Sunday,Sun,16,Weekend,2016-Q4,2016-10
20161017,2016-10-17,2016,4,10,October,Oct,42,1,Monday,Mon,17,Weekday,2016-Q4,2016-10
20161018,2016-10-18,2016,4,10,October,Oct,42,2,Tuesday,Tue,18,Weekday,2016-Q4,2016-10
20161019,2016-10-19,2016,4,10,October,Oct,42,3,Wednesday,Wed,19,Weekday,2016-Q4,2016-10
20161020,2016-10-20,2016,4,10,October,Oct,42,4,Thursday,Thu,20,Weekday,2016-Q4,2016-10
20161021,2016-10-21,2016,4,10,October,Oct,42,5,Friday,Fri,21,Weekday,2016-Q4,2016-10
20161022,2016-10-22,2016,4,10,October,Oct,42,6,Saturday,Sat,22,Weekend,2016-Q4,2016-10
20161023,2016-10-23,2016,4,10,October,Oct,42,7,Sunday,Sun,23,Weekend,2016-Q4,2016-10
20161024,2016-10-24,2016,4,10,October,Oct,43,1,Monday,Mon,24,Weekday,2016-Q4,2016-10
20161025,2016-10-25,2016,4,10,October,Oct,43,2,Tuesday,Tue,25,Weekday,2016-Q4,2016-10
20161026,2016-10-26,2016,4,10,October,Oct,43,3,Wednesday,Wed,26,Weekday,2016-Q4,2016-10
20161027,2016-10-27,2016,4,10,October,Oct,43,4,Thursday,Thu,27,Weekday,2016-Q4,2016-10
20161028,2016-10-28,2016,4,10,October,Oct,43,5,Friday,Fri,28,Weekday,2016-Q4,2016-10
20161029,2016-10-29,2016,4,10,October,Oct,43,6,Saturday,Sat,29,Weekend,2016-Q4,2016-10
20161030,2016-10-30,2016,4,10,October,Oct,43,7,Sunday,Sun,30,Weekend,2016-Q4,2016-10
20161031,2016-10-31,2016,4,10,October,Oct,44,1,Monday,Mon,31,Weekday,2016-Q4,2016-10
20161101,2016-11-01,2016,4,11,November,Nov,44,2,Tuesday,Tue,1,Weekday,2016-Q4,2016-11
20161102,2016-11-02,2016,4,11,November,Nov,44,3,Wednesday,Wed,2,Weekday,2016-Q4,2016-11
20161103,2016-11-03,2016,4,11,November,Nov,44,4,Thursday,Thu,3,Weekday,2016-Q4,2016-11
20161104,2016-11-04,2016,4,11,November,Nov,44,5,Friday,Fri,4,Weekday,2016-Q4,2016-11
20161105,2016-11-05,2016,4,11,November,Nov,44,6,Saturday,Sat,5,Weekend,2016-Q4,2016-11
20161106,2016-11-06,2016,4,11,November,Nov,44,7,Sunday,Sun,6,Weekend,2016-Q4,2016-11
20161107,2016-11-07,2016,4,11,November,Nov,45,1,Monday,Mon,7,Weekday,2016-Q4,2016-11
20161108,2016-11-08,2016,4,11,November,Nov,45,2,Tuesday,Tue,8,Weekday,2016-Q4,2016-11
20161109,2016-11-09,2016,4,11,November,Nov,45,3,Wednesday,Wed,9,Weekday,2016-Q4,2016-11
20161110,2016-11-10,2016,4,11,November,Nov,45,4,Thursday,Thu,10,Weekday,2016-Q4,2016-11
20161111,2016-11-11,2016,4,11,November,Nov,45,5,Friday,Fri,11,Weekday,2016-Q4,2016-11
20161112,2016-11-12,2016,4,11,November,Nov,45,6,Saturday,Sat,12,Weekend,2016-Q4,2016-11
20161113,2016-11-13,2016,4,11,November,Nov,45,7,Sunday,Sun,13,Weekend,2016-Q4,2016-11
20161114,2016-11-14,2016,4,11,November,Nov,46,1,Monday,Mon,14,Weekday,2016-Q4,2016-11
20161115,2016-11-15,2016,4,11,November,Nov,46,2,Tuesday,Tue,15,Weekday,2016-Q4,2016-11
20161116,2016-11-16,2016,4,11,November,Nov,46,3,Wednesday,Wed,16,Weekday,2016-Q4,2016-11
20161117,2016-11-17,2016,4,11,November,Nov,46,4,Thursday,Thu,17,Weekday,2016-Q4,2016-11
20161118,2016-11-18,2016,4,11,November,Nov,46,5,Friday,Fri,18,Weekday,2016-Q4,2016-11
20161119,2016-11-19,2016,4,11,November,Nov,46,6,Saturday,Sat,19,Weekend,2016-Q4,2016-11
20161120,2016-11-20,2016,4,11,November,Nov,46,7,Sunday,Sun,20,Weekend,2016-Q4,2016-11
20161121,2016-11-21,2016,4,11,November,Nov,47,1,Monday,Mon,21,Weekday,2016-Q4,2016-11
20161122,2016-11-22,2016,4,11,November,Nov,47,2,Tuesday,Tue,22,Weekday,2016-Q4,2016-11
20161123,2016-11-23,2016,4,11,November,Nov,47,3,Wednesday,Wed,23,Weekday,2016-Q4,2016-11
20161124,2016-11-24,2016,4,11,November,Nov,47,4,Thursday,Thu,24,Weekday,2016-Q4,2016-11
20161125,2016-11-25,2016,4,11,November,Nov,47,5,Friday,Fri,25,Weekday,2016-Q4,2016-11
20161126,2016-11-26,2016,4,11,November,Nov,47,6,Saturday,Sat,26,Weekend,2016-Q4,2016-11
20161127,2016-11-27,2016,4,11,November,Nov,47,7,Sunday,Sun,27,Weekend,2016-Q4,2016-11
20161128,2016-11-28,2016,4,11,November,Nov,48,1,Monday,Mon,28,Weekday,2016-Q4,2016-11
20161129,2016-11-29,2016,4,11,November,Nov,48,2,Tuesday,Tue,29,Weekday,2016-Q4,2016-11
20161130,2016-11-30,2016,4,11,November,Nov,48,3,Wednesday,Wed,30,Weekday,2016-Q4,2016-11
20161201,2016-12-01,2016,4,12,December,Dec,48,4,Thursday,Thu,1,Weekday,2016-Q4,2016-12
20161202,2016-12-02,2016,4,12,December,Dec,48,5,Friday,Fri,2,Weekday,2016-Q4,2016-12
20161203,2016-12-03,2016,4,12,December,Dec,48,6,Saturday,Sat,3,Weekend,2016-Q4,2016-12
20161204,2016-12-04,2016,4,12,December,Dec,48,7,Sunday,Sun,4,Weekend,2016-Q4,2016-12
20161205,2016-12-05,2016,4,12,December,Dec,49,1,Monday,Mon,5,Weekday,2016-Q4,2016-12
20161206,2016-12-06,2016,4,12,December,Dec,49,2,Tuesday,Tue,6,Weekday,2016-Q4,2016-12
20161207,2016-12-07,2016,4,12,December,Dec,49,3,Wednesday,Wed,7,Weekday,2016-Q4,2016-12
20161208,2016-12-08,2016,4,12,December,Dec,49,4,Thursday,Thu,8,Weekday,2016-Q4,2016-12
20161209,2016-12-09,2016,4,12,December,Dec,49,5,Friday,Fri,9,Weekday,2016-Q4,2016-12
20161210,2016-12-10,2016,4,12,December,Dec,49,6,Saturday,Sat,10,Weekend,2016-Q4,2016-12
20161211,2016-12-11,2016,4,12,December,Dec,49,7,Sunday,Sun,11,Weekend,2016-Q4,2016-12
20161212,2016-12-12,2016,4,12,December,Dec,50,1,Monday,Mon,12,Weekday,2016-Q4,2016-12
20161213,2016-12-13,2016,4,12,December,Dec,50,2,Tuesday,Tue,13,Weekday,2016-Q4,2016-12
20161214,2016-12-14,2016,4,12,December,Dec,50,3,Wednesday,Wed,14,Weekday,2016-Q4,2016-12
20161215,2016-12-15,2016,4,12,December,Dec,50,4,Thursday,Thu,15,Weekday,2016-Q4,2016-12
20161216,2016-12-16,2016,4,12,December,Dec,50,5,Friday,Fri,16,Weekday,2016-Q4,2016-12
20161217,2016-12-17,2016,4,12,December,Dec,50,6,Saturday,Sat,17,Weekend,2016-Q4,2016-12
20161218,2016-12-18,2016,4,12,December,Dec,50,7,Sunday,Sun,18,Weekend,2016-Q4,2016-12
20161219,2016-12-19,2016,4,12,December,Dec,51,1,Monday,Mon,19,Weekday,2016-Q4,2016-12
20161220,2016-12-20,2016,4,12,December,Dec,51,2,Tuesday,Tue,20,Weekday,2016-Q4,2016-12
20161221,2016-12-21,2016,4,12,December,Dec,51,3,Wednesday,Wed,21,Weekday,2016-Q4,2016-12
20161222,2016-12-22,2016,4,12,December,Dec,51,4,Thursday,Thu,22,Weekday,2016-Q4,2016-12
20161223,2016-12-23,2016,4,12,December,Dec,51,5,Friday,Fri,23,Weekday,2016-Q4,2016-12
20161224,2016-12-24,2016,4,12,December,Dec,51,6,Saturday,Sat,24,Weekend,2016-Q4,2016-12
20161225,2016-12-25,2016,4,12,December,Dec,51,7,Sunday,Sun,25,Weekend,2016-Q4,2016-12
20161226,2016-12-26,2016,4,12,December,Dec,52,1,Monday,Mon,26,Weekday,2016-Q4,2016-12
20161227,2016-12-27,2016,4,12,December,Dec,52,2,Tuesday,Tue,27,Weekday,2016-Q4,2016-12
20161228,2016-12-28,2016,4,12,December,Dec,52,3,Wednesday,Wed,28,Weekday,2016-Q4,2016-12
20161229,2016-12-29,2016,4,12,December,Dec,52,4,Thursday,Thu,29,Weekday,2016-Q4,2016-12
20161230,2016-12-30,2016,4,12,December,Dec,52,5,Friday,Fri,30,Weekday,2016-Q4,2016-12
20161231,2016-12-31,2016,4,12,December,Dec,52,6,Saturday,Sat,31,Weekend,2016-Q4,2016-12
20170101,2017-01-01,2017,1,1,January,Jan,0,7,Sunday,Sun,1,Weekend,2017-Q1,2017-01
20170102,2017-01-02,2017,1,1,January,Jan,1,1,Monday,Mon,2,Weekday,2017-Q1,2017-01
20170103,2017-01-03,2017,1,1,January,Jan,1,2,Tuesday,Tue,3,Weekday,2017-Q1,2017-01
20170104,2017-01-04,2017,1,1,January,Jan,1,3,Wednesday,Wed,4,Weekday,2017-Q1,2017-01
20170105,2017-01-05,2017,1,1,January,Jan,1,4,Thursday,Thu,5,Weekday,2017-Q1,2017-01
20170106,2017-01-06,2017,1,1,January,Jan,1,5,Friday,Fri,6,Weekday,2017-Q1,2017-01
20170107,2017-01-07,2017,1,1,January,Jan,1,6,Saturday,Sat,7,Weekend,2017-Q1,2017-01
20170108,2017-01-08,2017,1,1,January,Jan,1,7,Sunday,Sun,8,Weekend,2017-Q1,2017-01
20170109,2017-01-09,2017,1,1,January,Jan,2,1,Monday,Mon,9,Weekday,2017-Q1,2017-01
20170110,2017-01-10,2017,1,1,January,Jan,2,2,Tuesday,Tue,10,Weekday,2017-Q1,2017-01
20170111,2017-01-11,2017,1,1,January,Jan,2,3,Wednesday,Wed,11,Weekday,2017-Q1,2017-01
20170112,2017-01-12,2017,1,1,January,Jan,2,4,Thursday,Thu,12,Weekday,2017-Q1,2017-01
20170113,2017-01-13,2017,1,1,January,Jan,2,5,Friday,Fri,13,Weekday,2017-Q1,2017-01
20170114,2017-01-14,2017,1,1,January,Jan,2,6,Saturday,Sat,14,Weekend,2017-Q1,2017-01
20170115,2017-01-15,2017,1,1,January,Jan,2,7,Sunday,Sun,15,Weekend,2017-Q1,2017-01
20170116,2017-01-16,2017,1,1,January,Jan,3,1,Monday,Mon,16,Weekday,2017-Q1,2017-01
20170117,2017-01-17,2017,1,1,January,Jan,3,2,Tuesday,Tue,17,Weekday,2017-Q1,2017-01
20170118,2017-01-18,2017,1,1,January,Jan,3,3,Wednesday,Wed,18,Weekday,2017-Q1,2017-01
20170119,2017-01-19,2017,1,1,January,Jan,3,4,Thursday,Thu,19,Weekday,2017-Q1,2017-01
20170120,2017-01-20,2017,1,1,January,Jan,3,5,Friday,Fri,20,Weekday,2017-Q1,2017-01
20170121,2017-01-21,2017,1,1,January,Jan,3,6,Saturday,Sat,21,Weekend,2017-Q1,2017-01
20170122,2017-01-22,2017,1,1,January,Jan,3,7,Sunday,Sun,22,Weekend,2017-Q1,2017-01
20170123,2017-01-23,2017,1,1,January,Jan,4,1,Monday,Mon,23,Weekday,2017-Q1,2017-01
20170124,2017-01-24,2017,1,1,January,Jan,4,2,Tuesday,Tue,24,Weekday,2017-Q1,2017-01
20170125,2017-01-25,2017,1,1,January,Jan,4,3,Wednesday,Wed,25,Weekday,2017-Q1,2017-01
20170126,2017-01-26,2017,1,1,January,Jan,4,4,Thursday,Thu,26,Weekday,2017-Q1,2017-01
20170127,2017-01-27,2017,1,1,January,Jan,4,5,Friday,Fri,27,Weekday,2017-Q1,2017-01
20170128,2017-01-28,2017,1,1,January,Jan,4,6,Saturday,Sat,28,Weekend,2017-Q1,2017-01
20170129,2017-01-29,2017,1,1,January,Jan,4,7,Sunday,Sun,29,Weekend,2017-Q1,2017-01
20170130,2017-01-30,2017,1,1,January,Jan,5,1,Monday,Mon,30,Weekday,2017-Q1,2017-01
20170131,2017-01-31,2017,1,1,January,Jan,5,2,Tuesday,Tue,31,Weekday,2017-Q1,2017-01
20170201,2017-02-01,2017,1,2,February,Feb,5,3,Wednesday,Wed,1,Weekday,2017-Q1,2017-02
20170202,2017-02-02,2017,1,2,February,Feb,5,4,Thursday,Thu,2,Weekday,2017-Q1,2017-02
20170203,2017-02-03,2017,1,2,February,Feb,5,5,Friday,Fri,3,Weekday,2017-Q1,2017-02
20170204,2017-02-04,2017,1,2,February,Feb,5,6,Saturday,Sat,4,Weekend,2017-Q1,2017-02
20170205,2017-02-05,2017,1,2,February,Feb,5,7,Sunday,Sun,5,Weekend,2017-Q1,2017-02
20170206,2017-02-06,2017,1,2,February,Feb,6,1,Monday,Mon,6,Weekday,2017-Q1,2017-02
20170207,2017-02-07,2017,1,2,February,Feb,6,2,Tuesday,Tue,7,Weekday,2017-Q1,2017-02
20170208,2017-02-08,2017,1,2,February,Feb,6,3,Wednesday,Wed,8,Weekday,2017-Q1,2017-02
20170209,2017-02-09,2017,1,2,February,Feb,6,4,Thursday,Thu,9,Weekday,2017-Q1,2017-02
20170210,2017-02-10,2017,1,2,February,Feb,6,5,Friday,Fri,10,Weekday,2017-Q1,2017-02
20170211,2017-02-11,2017,1,2,February,Feb,6,6,Saturday,Sat,11,Weekend,2017-Q1,2017-02
20170212,2017-02-12,2017,1,2,February,Feb,6,7,Sunday,Sun,12,Weekend,2017-Q1,2017-02
20170213,2017-02-13,2017,1,2,February,Feb,7,1,Monday,Mon,13,Weekday,2017-Q1,2017-02
20170214,2017-02-14,2017,1,2,February,Feb,7,2,Tuesday,Tue,14,Weekday,2017-Q1,2017-02
20170215,2017-02-15,2017,1,2,February,Feb,7,3,Wednesday,Wed,15,Weekday,2017-Q1,2017-02
20170216,2017-02-16,2017,1,2,February,Feb,7,4,Thursday,Thu,16,Weekday,2017-Q1,2017-02
20170217,2017-02-17,2017,1,2,February,Feb,7,5,Friday,Fri,17,Weekday,2017-Q1,2017-02
20170218,2017-02-18,2017,1,2,February,Feb,7,6,Saturday,Sat,18,Weekend,2017-Q1,2017-02
20170219,2017-02-19,2017,1,2,February,Feb,7,7,Sunday,Sun,19,Weekend,2017-Q1,2017-02
20170220,2017-02-20,2017,1,2,February,Feb,8,1,Monday,Mon,20,Weekday,2017-Q1,2017-02
20170221,2017-02-21,2017,1,2,February,Feb,8,2,Tuesday,Tue,21,Weekday,2017-Q1,2017-02
20170222,2017-02-22,2017,1,2,February,Feb,8,3,Wednesday,Wed,22,Weekday,2017-Q1,2017-02
20170223,2017-02-23,2017,1,2,February,Feb,8,4,Thursday,Thu,23,Weekday,2017-Q1,2017-02
20170224,2017-02-24,2017,1,2,February,Feb,8,5,Friday,Fri,24,Weekday,2017-Q1,2017-02
20170225,2017-02-25,2017,1,2,February,Feb,8,6,Saturday,Sat,25,Weekend,2017-Q1,2017-02
20170226,2017-02-26,2017,1,2,February,Feb,8,7,Sunday,Sun,26,Weekend,2017-Q1,2017-02
20170227,2017-02-27,2017,1,2,February,Feb,9,1,Monday,Mon,27,Weekday,2017-Q1,2017-02
20170228,2017-02-28,2017,1,2,February,Feb,9,2,Tuesday,Tue,28,Weekday,2017-Q1,2017-02
20170301,2017-03-01,2017,1,3,March,Mar,9,3,Wednesday,Wed,1,Weekday,2017-Q1,2017-03
20170302,2017-03-02,2017,1,3,March,Mar,9,4,Thursday,Thu,2,Weekday,2017-Q1,2017-03
20170303,2017-03-03,2017,1,3,March,Mar,9,5,Friday,Fri,3,Weekday,2017-Q1,2017-03
20170304,2017-03-04,2017,1,3,March,Mar,9,6,Saturday,Sat,4,Weekend,2017-Q1,2017-03
20170305,2017-03-05,2017,1,3,March,Mar,9,7,Sunday,Sun,5,Weekend,2017-Q1,2017-03
20170306,2017-03-06,2017,1,3,March,Mar,10,1,Monday,Mon,6,Weekday,2017-Q1,2017-03
20170307,2017-03-07,2017,1,3,March,Mar,10,2,Tuesday,Tue,7,Weekday,2017-Q1,2017-03
20170308,2017-03-08,2017,1,3,March,Mar,10,3,Wednesday,Wed,8,Weekday,2017-Q1,2017-03
20170309,2017-03-09,2017,1,3,March,Mar,10,4,Thursday,Thu,9,Weekday,2017-Q1,2017-03
20170310,2017-03-10,2017,1,3,March,Mar,10,5,Friday,Fri,10,Weekday,2017-Q1,2017-03
20170311,2017-03-11,2017,1,3,March,Mar,10,6,Saturday,Sat,11,Weekend,2017-Q1,2017-03
20170312,2017-03-12,2017,1,3,March,Mar,10,7,Sunday,Sun,12,Weekend,2017-Q1,2017-03
20170313,2017-03-13,2017,1,3,March,Mar,11,1,Monday,Mon,13,Weekday,2017-Q1,2017-03
20170314,2017-03-14,2017,1,3,March,Mar,11,2,Tuesday,Tue,14,Weekday,2017-Q1,2017-03
20170315,2017-03-15,2017,1,3,March,Mar,11,3,Wednesday,Wed,15,Weekday,2017-Q1,2017-03
20170316,2017-03-16,2017,1,3,March,Mar,11,4,Thursday,Thu,16,Weekday,2017-Q1,2017-03
20170317,2017-03-17,2017,1,3,March,Mar,11,5,Friday,Fri,17,Weekday,2017-Q1,2017-03
20170318,2017-03-18,2017,1,3,March,Mar,11,6,Saturday,Sat,18,Weekend,2017-Q1,2017-03
20170319,2017-03-19,2017,1,3,March,Mar,11,7,Sunday,Sun,19,Weekend,2017-Q1,2017-03
20170320,2017-03-20,2017,1,3,March,Mar,12,1,Monday,Mon,20,Weekday,2017-Q1,2017-03
20170321,2017-03-21,2017,1,3,March,Mar,12,2,Tuesday,Tue,21,Weekday,2017-Q1,2017-03
20170322,2017-03-22,2017,1,3,March,Mar,12,3,Wednesday,Wed,22,Weekday,2017-Q1,2017-03
20170323,2017-03-23,2017,1,3,March,Mar,12,4,Thursday,Thu,23,Weekday,2017-Q1,2017-03
20170324,2017-03-24,2017,1,3,March,Mar,12,5,Friday,Fri,24,Weekday,2017-Q1,2017-03
20170325,2017-03-25,2017,1,3,March,Mar,12,6,Saturday,Sat,25,Weekend,2017-Q1,2017-03
20170326,2017-03-26,2017,1,3,March,Mar,12,7,Sunday,Sun,26,Weekend,2017-Q1,2017-03
20170327,2017-03-27,2017,1,3,March,Mar,13,1,Monday,Mon,27,Weekday,2017-Q1,2017-03
20170328,2017-03-28,2017,1,3,March,Mar,13,2,Tuesday,Tue,28,Weekday,2017-Q1,2017-03
20170329,2017-03-29,2017,1,3,March,Mar,13,3,Wednesday,Wed,29,Weekday,2017-Q1,2017-03
20170330,2017-03-30,2017,1,3,March,Mar,13,4,Thursday,Thu,30,Weekday,2017-Q1,2017-03
20170331,2017-03-31,2017,1,3,March,Mar,13,5,Friday,Fri,31,Weekday,2017-Q1,2017-03
20170401,2017-04-01,2017,2,4,April,Apr,13,6,Saturday,Sat,1,Weekend,2017-Q2,2017-04
20170402,2017-04-02,2017,2,4,April,Apr,13,7,Sunday,Sun,2,Weekend,2017-Q2,2017-04
20170403,2017-04-03,2017,2,4,April,Apr,14,1,Monday,Mon,3,Weekday,2017-Q2,2017-04
20170404,2017-04-04,2017,2,4,April,Apr,14,2,Tuesday,Tue,4,Weekday,2017-Q2,2017-04
20170405,2017-04-05,2017,2,4,April,Apr,14,3,Wednesday,Wed,5,Weekday,2017-Q2,2017-04
20170406,2017-04-06,2017,2,4,April,Apr,14,4,Thursday,Thu,6,Weekday,2017-Q2,2017-04
20170407,2017-04-07,2017,2,4,April,Apr,14,5,Friday,Fri,7,Weekday,2017-Q2,2017-04
20170408,2017-04-08,2017,2,4,April,Apr,14,6,Saturday,Sat,8,Weekend,2017-Q2,2017-04
20170409,2017-04-09,2017,2,4,April,Apr,14,7,Sunday,Sun,9,Weekend,2017-Q2,2017-04
20170410,2017-04-10,2017,2,4,April,Apr,15,1,Monday,Mon,10,Weekday,2017-Q2,2017-04
20170411,2017-04-11,2017,2,4,April,Apr,15,2,Tuesday,Tue,11,Weekday,2017-Q2,2017-04
20170412,2017-04-12,2017,2,4,April,Apr,15,3,Wednesday,Wed,12,Weekday,2017-Q2,2017-04
20170413,2017-04-13,2017,2,4,April,Apr,15,4,Thursday,Thu,13,Weekday,2017-Q2,2017-04
20170414,2017-04-14,2017,2,4,April,Apr,15,5,Friday,Fri,14,Weekday,2017-Q2,2017-04
20170415,2017-04-15,2017,2,4,April,Apr,15,6,Saturday,Sat,15,Weekend,2017-Q2,2017-04
20170416,2017-04-16,2017,2,4,April,Apr,15,7,Sunday,Sun,16,Weekend,2017-Q2,2017-04
20170417,2017-04-17,2017,2,4,April,Apr,16,1,Monday,Mon,17,Weekday,2017-Q2,2017-04
20170418,2017-04-18,2017,2,4,April,Apr,16,2,Tuesday,Tue,18,Weekday,2017-Q2,2017-04
20170419,2017-04-19,2017,2,4,April,Apr,16,3,Wednesday,Wed,19,Weekday,2017-Q2,2017-04
20170420,2017-04-20,2017,2,4,April,Apr,16,4,Thursday,Thu,20,Weekday,2017-Q2,2017-04
20170421,2017-04-21,2017,2,4,April,Apr,16,5,Friday,Fri,21,Weekday,2017-Q2,2017-04
20170422,2017-04-22,2017,2,4,April,Apr,16,6,Saturday,Sat,22,Weekend,2017-Q2,2017-04
20170423,2017-04-23,2017,2,4,April,Apr,16,7,Sunday,Sun,23,Weekend,2017-Q2,2017-04
20170424,2017-04-24,2017,2,4,April,Apr,17,1,Monday,Mon,24,Weekday,2017-Q2,2017-04
20170425,2017-04-25,2017,2,4,April,Apr,17,2,Tuesday,Tue,25,Weekday,2017-Q2,2017-04
20170426,2017-04-26,2017,2,4,April,Apr,17,3,Wednesday,Wed,26,Weekday,2017-Q2,2017-04
20170427,2017-04-27,2017,2,4,April,Apr,17,4,Thursday,Thu,27,Weekday,2017-Q2,2017-04
20170428,2017-04-28,2017,2,4,April,Apr,17,5,Friday,Fri,28,Weekday,2017-Q2,2017-04
20170429,2017-04-29,2017,2,4,April,Apr,17,6,Saturday,Sat,29,Weekend,2017-Q2,2017-04
20170430,2017-04-30,2017,2,4,April,Apr,17,7,Sunday,Sun,30,Weekend,2017-Q2,2017-04
20170501,2017-05-01,2017,2,5,May,May,18,1,Monday,Mon,1,Weekday,2017-Q2,2017-05
20170502,2017-05-02,2017,2,5,May,May,18,2,Tuesday,Tue,2,Weekday,2017-Q2,2017-05
20170503,2017-05-03,2017,2,5,May,May,18,3,Wednesday,Wed,3,Weekday,2017-Q2,2017-05
20170504,2017-05-04,2017,2,5,May,May,18,4,Thursday,Thu,4,Weekday,2017-Q2,2017-05
20170505,2017-05-05,2017,2,5,May,May,18,5,Friday,Fri,5,Weekday,2017-Q2,2017-05
20170506,2017-05-06,2017,2,5,May,May,18,6,Saturday,Sat,6,Weekend,2017-Q2,2017-05
20170507,2017-05-07,2017,2,5,May,May,18,7,Sunday,Sun,7,Weekend,2017-Q2,2017-05
